id,text,event_number,player_dummy,team_dummy,weekday,month,day,time,user_screen_name
3853,"""@7sport @v8supercars what a shame, to say the least, he worked so hard, but that's #bathurst1000 .""",11,0,0,7,10,12,7:08,rebelstorm
1774,"""ti idr 115.000 #tas #ransel #bag #onlineshop #muditashop #good #lapak #jualan #fashion #jakarta http://t.co/wyhqwgsccq""",7,0,0,6,7,5,16:57,mudita_shop
6677,"""woooo chazy!!! #bathurst1000 #v8sc""",11,0,0,7,10,12,7:35,d3wizl
6447,"""#bathurst1000 waaaaaaaaauuuuu!!!!!!!""",11,0,0,7,10,12,7:34,123pnz
978,"""#adelaide #ausproperty who is adelaide best real estate agent, tell us at http://t.co/ffoapp5ybb""",4,0,0,5,4,25,10:15,auspropertyagen
9084,"""rt @bodyfortyeight: last to first, go the fords #v8sc #bathurst1000""",11,0,0,7,10,12,7:52,wimsy6
4623,"""oh dear lord #bathurst1000""",11,0,0,7,10,12,7:17,haystark_
6808,"""i'm no v8's fan, but those last 2 laps were 10/10 racing. #bathurst1000""",11,0,0,7,10,12,7:35,serious14
9485,"""ok #bathurst1000 is done and run i can focus on the end of this game""",11,0,0,7,10,12,8:01,36ersnation
5002,"""rt @v8supercars: there's 7 to go at mount panorama, this is insane motor racing #bathurst1000 #v8sc""",11,0,0,7,10,12,7:20,brandonmckay6
5575,"""four. laps. to go. #bathurst1000 #bathurstnightinamerica""",11,0,0,7,10,12,7:25,seanmp
7530,"""rt @fitzysa: whincup. you're empty son!!! #bathurst1000""",11,0,0,7,10,12,7:38,luke_pies
2460,"""@markbarling breaking: ford is set to quit @v8supercars at the end of the 2015 season #v8sc

http://t.co/s00ubpds0z http://t.co/pzfmiyxv4z""""",11,0,0,5,10,10,13:47,dfranc76
5963,"""rt @pitlanewb: google: any caltex servos near skyline? #bathurst1000 #v8sc""",11,0,0,7,10,12,7:31,whitie007
871,"""someone loves the sunshine. #winston #saintbernard #nofilter http://t.co/sbr0eocfnl""",3,0,0,7,4,6,14:34,jensdean
11263,"""@nicilind blame #bathurst1000""",11,0,0,7,10,12,10:56,boeufblogginon
2658,"""hey team, sign a petition for ford to stay in #v8sc here :) thank you @speedcafe http://t.co/nvlf5elwq7""",11,0,0,6,10,11,17:54,frostysfighters
9593,"""what an end to the #bathurst1000 - ok, so where did i put my breath?...""",11,0,0,7,10,12,8:04,dansheed
9736,"""fantastic job @nickpercat and @olivergavin #bathurst1000""",11,1,0,7,10,12,8:09,stevebeards
8033,"""rt @chookz1801: huge congrats for percat and moffatt for getting on the podium too #v8sc #bathurst1000 #fordfaithful""",11,0,0,7,10,12,7:41,fastlanedad
3785,"""""@v8supercars: svg's to of the car, devastated and gets a huge cheer from the crowd #bathurst1000 #v8sc"" noooo!!!""",11,0,0,7,10,12,7:08,cherp92lx
2707,"""nice to see everyone is ok and even more nice to see how much respect there's in this sport! #v8sc http://t.co/t6lmnnffvb""",11,0,0,6,10,11,12:38,thekaiser91
3514,"""seriously, i'd be pretty furious if i was van gisbergen. #bathurst1000""",11,0,0,7,10,12,7:06,declanrurenga
3756,"""rt @v8supercars: svg's to of the car, devastated and gets a huge cheer from the crowd #bathurst1000 #v8sc""",11,0,0,7,10,12,7:08,v8ali2
2147,"""rt @aneale71: #muchos #adelaide #southaustralia #streetart #adelaidestreetart #iajot @adelaidemade @radelaide5000 @arthunterofsa http://t.câ€¦""",9,0,0,6,8,23,13:58,instagramadl
8740,"""winner crashed at turn 2 once.
2nd place crashed at turn 2 twice.
did anyone see percat crash at turn 2 three times? #v8sc #bathurst1000""",11,0,0,7,10,12,7:48,darcyf1
10722,"""http://t.co/mmo91tqsnc

 #hudhud
#bathurst1000
#fergusonoctober
#haderonsnl""",11,0,0,7,10,12,9:24,hamailg
3948,"""thanks to all who came to celebrate the song of napoli with us!! @italianff #adelaide http://t.co/cmsgth3iyh""",11,0,0,7,10,12,7:09,palacenova
3657,"""wow van gisbergen. that's rough! whincup messing up too. ridiculous race! it's all happening here at the mcg...#bathurst1000""",11,0,0,7,10,12,7:07,cpw91
3780,"""i bet he forgot to put it in neutralâ€¦ #bathurst1000""",11,0,0,7,10,12,7:08,maggersz
773,"""rt @veusnoticias: el pata en el suelo: supuesto testigo de la ""agresiÃ³n"" a winston vallenilla cuenta como pasÃ³ todo
http://t.co/edmomslklz â€¦""",3,0,0,6,4,5,16:23,i24farandula
11634,"""rt @sudipdasin: jetty by lichlei72 #adelaide,landscape,semaphore,south australia,beach,jetty,morning http://t.co/3afpqsddex""",11,0,0,7,10,12,12:32,pedrovhh
4132,"""early wake up call to help @meganstokel clean up another amelie poo explosion! get to watch the end of #bathurst1000 now though :-)""",11,0,0,7,10,12,7:10,chrisstokel
9302,"""wow what a finish #v8sc #bathurst1000""",11,0,0,7,10,12,7:56,v8dailydump
3430,"""so much carnage.. #bathurst1000""",11,0,0,7,10,12,7:05,dt2112
10079,"""@nooratcc the blue oval #bathurst1000""",11,0,0,7,10,12,8:27,biscuits47
9678,"""#bathurst1000  pffffft.... who cares? since the cars are built by companies that are bailing on us it's just no longer the same. dgaf!""",11,0,0,7,10,12,8:07,rustedon1962
4536,"""rt @holdenmsport: restart with 9 to go. @jamiewhincup 2nd and @craiglowndes888 3rd. #bathurst1000 #v8sc""",11,1,0,7,10,12,7:16,darinsullivan
6253,"""yes!!! go @chazmozzie!!! #bathurst1000 #v8sc""",11,1,0,7,10,12,7:33,_marisajane
2258,"""rt @saweekendmag: in today's mag: the teen who suffered a rare stroke and the surgeon who saved him #adelaide http://t.co/5wobrrf8a0""",10,0,0,7,9,14,14:00,hyhutriangle
747,"""jajajajaja rt @alicitaviloria: mfyaki educada y bella como su hija #tas""",3,0,0,6,4,5,14:46,mfyaki
8126,"""last lap was the only lap of the #bathurst1000 that i saw. awesome racing!""",11,0,0,7,10,12,7:42,miss_bee_xoxo
4664,"""rt @v8supercars: someone's spun â€“Â lowndes turned winterbottom around. and svg is back out #bathurst1000 #v8sc""",11,0,0,7,10,12,7:17,triddy243
9092,"""rt @v8sfg: chaz mostert and paul morris win the 2014 bathurst 1000. we can't say anything else, this won't make sense for weeks. #v8sc #batâ€¦""",11,0,0,7,10,12,7:53,dannycatsteve
8263,"""what more could you ask for, the was one of the best races. #bathurst1000 #v8sc""",11,0,0,7,10,12,7:43,crofton77
8023,"""rt @miss_jacks: well done to @olivergavin and percat in third! fantastic job!!! #v8sc""",11,0,0,7,10,12,7:41,racerviews
11308,"""rt @deportedeley: una sentencia del #tas aclara que las primas a terceros por ganar tambiÃ©n son ilegales http://t.co/pqevsc8zfy""",11,0,0,7,10,12,11:05,poncevacb
3957,"""svg out!!! not the first time a kiwi has stalled a car in the car park. heart breaking. will need a tissue for sure. #bathurst1000 #v8sc""",11,0,0,7,10,12,7:09,that1972bloke
4431,"""my heart is pounding #v8sc""",11,0,0,7,10,12,7:14,supercarsmaster
10487,"""@filth_____  #fergusonoctober #hudhud #bathurst1000 #marrshow #malala  #stealmygirlvideo
#theblockauction
#pazardeninceaklÄ±ma #ganyantalaga""",11,0,0,7,10,12,9:02,realtimefan1
11776,"""wow! @rollingstones ! what a show! dream come true to see 'em
#adelaide http://t.co/jzvbmhrcjk""",12,0,0,7,10,26,13:33,jonahvinylist
10809,"""can't believe it, a passenger in a move that made me 2 wide in a 1 line groove! it's bathurst but god dam we had a good shot at it! #v8sc""",11,0,0,7,10,12,9:36,smclaughlin93
5371,"""rt @melkettle: is the #bathurst1000 still going? who won? or is winning? #askingforhubby""",11,0,0,7,10,12,7:23,wineguru2
4915,"""wanting #technology to mute the commentators &amp; listen only to the cars, crowd &amp; track noise #bathurst1000""",11,0,0,7,10,12,7:19,kimlcofield
7329,"""ultimate screw up by the @v8supercars not letting @chazmozzie  doin a victory lap of the #bathurst1000 #v8sc congrats best race in years !""",11,1,0,7,10,12,7:37,polly1976
2599,"""@marcelotas  vc Ã© o cara #tas""",11,0,0,6,10,11,15:30,jesse_santtos
4552,"""#v8sc in rallycross mode!""",11,0,0,7,10,12,7:16,bremermark
3904,"""rt @v8supercars: svg's to of the car, devastated and gets a huge cheer from the crowd #bathurst1000 #v8sc""",11,0,0,7,10,12,7:08,1sparkey
2855,"""tas lokal 75rb #tas #wanita #murah #lokal #vintage #fashion #ootd #jkt #jualan #carireseller #inforeseller #bisnis http://t.co/mhw3mcsjih""",11,0,0,7,10,12,14:39,_nfstore_
9908,"""rt @v8supercars: top 10 - mostert, moffat, percat, w davison, whincup, winterbottom, t kelly, r kelly, coulthard and lowndes Â #bathurst1000â€¦""",11,0,0,7,10,12,8:16,jothompson1979
7908,"""go ford!!!! #woohoo #domesticproduct #buyakidajob 
#xr8 #doingmybit #v8sc""",11,0,0,7,10,12,7:40,dezza999
6964,"""are you fucking kidding me! you let morris win! go fuck yourself! #v8sc #bathurst1000""",11,0,0,7,10,12,7:36,mrchaos1ne
8836,"""@ej_butler @josiahwyk great thanks for sharing! wow what a race #bathurst1000""",11,0,0,7,10,12,7:49,adeldmeyer
636,"""#brunomars #adelaide http://t.co/3sttohyqsi""",1,0,0,7,3,2,12:39,cristi622
12239,"""rt @thirtyflirtyaus: single? check out australian over 30's dating. create your free username now at http://t.co/yzhmeph7um #dating #austraâ€¦""",13,0,0,7,11,16,15:15,aussiegossip
4800,"""naughty lowndesy #bathurst1000""",11,0,0,7,10,12,7:18,jt_goddly89
9954,"""rt @fitzysa: whincup. you're empty son!!! #bathurst1000""",11,0,0,7,10,12,8:19,sarahsmithyx
311,"""i wonder if #sundaydriversinv8s  will trend while the @v8supercars  @clipsal500  is on #v8sc  #clipsal500  #betterthannascar""",1,0,0,7,3,2,13:29,polly1976
6938,"""what. a. finish. #bathurst1000 #v8sc""",11,0,0,7,10,12,7:36,eoefan
11901,"""rt @brenttoderian: inspired by #melbourne, #adelaide changed the rules in some urban alleys, &amp; are seeing them become vibrant places. http:â€¦""",12,0,0,7,10,26,14:53,chantalyyc
7895,"""rt @v8supercars: ""we should've had two cars there, but back to back, rapt for chaz, paul and the whole team"" Â edwards #bathurst1000 #v8sc""",11,0,0,7,10,12,7:40,jonoparker1
8636,"""hooray ford won #v8sc congratulations @chazmozzie fantastic effort ðŸ˜ðŸŽ‰ðŸ†ðŸ‘""",11,1,0,7,10,12,7:47,cakesandtravels
10116,"""rt @dailytelegraph: #bathurst1000 you've got to laugh: the best memes of the dramatic tarmac repair stoppage http://t.co/sxsnmrimer http://â€¦""",11,0,0,7,10,12,8:30,just_westy
5874,"""rt @brownypaul: we interrupt this #bathurst1000 tweet fest to remind you that the walking dead is back tomorrow #thewalkingdead #inyourheaaâ€¦""",11,0,0,7,10,12,7:30,lady_melli_
6848,"""definitely not a @fpr_australia fan, but that was an amazing finish to an amazing race. #bathurst1000""",11,0,0,7,10,12,7:35,wilko383
11337,"""rt @adelaidedogs: lost cat elizabeth north  #adelaide 12/10/14
""slipper
domestic grey tortishell, she is 4 years old, she wears a... http:/â€¦""",11,0,0,7,10,12,11:13,damneus
10880,"""our #v8sc refuelling station for a day on the couch watching #bathurst1000. what a race.. #emotionallydrained http://t.co/4opfiohqfw""",11,0,0,7,10,12,9:47,ajaparsons
7807,"""epic drive from paul dumbrell to capitalize on whincups phenomenal start. heartbreaking finish to an unforgettable race! #bathurst1000""",11,0,0,7,10,12,7:40,kinross22
2654,"""shoppingbag - kleur http://t.co/zqlschrjcl #tas""",11,0,0,6,10,11,17:35,spellenfeest
5515,"""rt @taliaualiitia: whincup is making me nervous. #bathurst1000""",11,0,0,7,10,12,7:25,brandonmckay6
12024,"""#adelaide #ryanmoore win #coxplate    #markgatt photo http://t.co/eosq5hz1kc""",12,0,0,7,10,26,18:30,alicewdurkee
2879,"""to honor both the #bathurst1000 &amp; #f1 this weekend, enjoy watching @jensonbutton 's lap of the mountain http://t.co/v6ssspohu7""",11,0,0,7,10,12,14:59,leighdiffey
8174,"""rt @v8supercars: 2014 king of the mountain - chaz mostert and paul morris #v8sc #bathurst1000 http://t.co/xwrcjhmg0s""",11,0,0,7,10,12,7:42,pizzalord1988
3276,"""that safety car just ruined the race #bathurst1000 #v8sc""",11,0,0,7,10,12,7:03,couger81
6834,"""mostert wins #bathurst1000 with last lap leader whincup rolling across line with empty tank, moffat 2nd, percat 3rd""",11,0,0,7,10,12,7:35,heraldsunsport
729,"""#adelaide #ausproperty who is adelaide best real estate agent, tell us at http://t.co/pdhtllmx8d""",3,0,0,6,4,5,14:15,auschinaman
7621,"""rt @sbsradiosport: chaz mostert wins #bathurst1000 in an incredible eventful race! 'the kid is a freak' says team boss.""",11,0,0,7,10,12,7:39,_jabelicious_
4577,"""whincup takes the lead at murray's corner #v8sc""",11,0,0,7,10,12,7:16,neilhudson
5523,"""ok #bathurst1000 you have 6 mins, and then i'm switching to #theblock finale. husband be damned.""",11,0,0,7,10,12,7:25,jess_may_h
12119,"""rt @mikey_nicholson: found this matey in the goodwood area. so placid. halp!? please rt. #adelaide #storm http://t.co/braaqpenau""",12,0,0,7,10,26,12:29,stinemachine13
1729,"""girco bag... 
rp 65.000
#vintagebag #tas #tasvintagemurah #tasvintage http://t.co/cqnozxi747""",7,0,0,6,7,5,14:15,fanny_hehakaya
1882,"""#tas #hellokitty #jual #jualanku #sell 120k ,2pc@100k (boleh campur tas model/warna lain) #cariproduk #carireseller http://t.co/bcmnzyg28z""",7,0,0,7,7,6,17:05,sesiliaivanaa
7138,"""rt @v8supercars: it's mostert first, by 4.09sec, then moffat, and nick percat third Â #bathurst1000 #v8sc""",11,0,0,7,10,12,7:36,simonyeo
10691,"""@craillsy  amen to the great race #bathurst1000 !! fantastic blog ðŸ‘""",11,0,0,7,10,12,9:22,wendypup2
5997,"""rt @pitlanewb: google: any caltex servos near skyline? #bathurst1000 #v8sc""",11,0,0,7,10,12,7:31,wendypup2
5666,"""rt @sportsbetcomau: punters who backed shane van gisbergen will get their money back thanks to our bathurst special #bathurst1000""",11,0,0,7,10,12,7:27,love8bet
7074,"""that is as dramatic a final 10 laps of a race i've seen. #bathurst1000""",11,0,0,7,10,12,7:36,johann_jonsson
11288,"""rt @nswpowerselloff: if you see lib premier mike baird at #bathurst1000 tell him you dont want our electricity network privatised http://t.â€¦""",11,0,0,7,10,12,11:01,frygerard
2739,"""[video] check out the highlights from the armor all top ten shootout. #bathurst1000 watch: http://t.co/8ahyacr9oq""",11,0,0,6,10,11,12:59,outdoorsportcha
7084,"""what a 'great race' and a great last lap @nickpercat @olivergavin  on the podium for @ryanwalkinshaw #bathurst #v8sc""",11,1,0,7,10,12,7:36,jamesf1m
11927,"""rt @flemingtonvrc: feast your eyes on magnificent #coxplate winner #adelaide @tommagnier congratulations aidan o'brien &amp; ryan moore! http:/â€¦""",12,0,0,7,10,26,15:23,eph28910
2274,"""rt @laurenskye001: #photography #laurensmeaton #kassandraclementi #homeandaway #adelaide #grangebeach #jetty #ocean http://t.co/onk3thre""",10,0,0,7,9,14,14:44,spn_aus
4819,"""rt @emptybox_007: frosty just melted. #bathurst1000""",11,0,0,7,10,12,7:18,disengagenz
11602,"""rt @v8_sc_girl: there is one thing i am so grateful for as i go to bed tonight, it's that all the guys made it safely off the mount today!!â€¦""",11,0,0,7,10,12,12:21,jennypescud
9700,"""rt @v8supercars: 2014 king of the mountain - chaz mostert and paul morris #v8sc #bathurst1000 http://t.co/xwrcjhmg0s""",11,0,0,7,10,12,8:08,caramelcoffee77
2003,"""little brother furrypossum comes from #adelaide to visit &amp; at 1:48am decides it's time to watchâ€¦ http://t.co/d7mkqiutg9""",8,0,0,7,8,3,15:53,nathanstrempel
7897,"""rt @fpr_australia: @chazmozzie wins bathurst!!! #back2backatbathurst #bathurst1000 #v8sc""",11,1,0,7,10,12,7:40,niallmooney
2630,"""that @1dalewood qualifying celebration was quite something! #v8sc #bathurst""",11,1,0,6,10,11,16:29,tomhlord
7334,"""rt @heraldsunsport: mostert came from 25th on grid to win #bathurst1000""",11,0,0,7,10,12,7:37,boeufblogginon
115,"""rt @sandraconaway: .#28f el descaro de #winston. en el 2007 hablando mal del gobierno. http://t.co/aqy1porjpc""",1,0,0,6,3,1,14:44,ninapuntocom
7918,"""think that one will go down in history... #bathurst1000""",11,0,0,7,10,12,7:40,titaniummktg
7412,"""rt @melhomer: well after that you can't say motor racing isn't exciting. holey moley!! #bathurst1000""",11,0,0,7,10,12,7:38,winejobsonline
5349,"""#bathurst1000 at the end of the day, the shadows are long...que sera""",11,0,0,7,10,12,7:23,sidhewgill
3386,"""rt @v8supercars: svg can't get out the pit bay. the car's gone #bathurst1000 #v8sc""",11,0,0,7,10,12,7:05,darcyf1
6429,"""chaz mostert takes sensational last lap victory at the bathurst 1000km as race leader jamie whincup runs out of fuel #v8sc""",11,0,0,7,10,12,7:34,touringcartimes
3176,"""safety car! #bathurst1000 #bathurstnightinamerica""",11,0,0,7,10,12,7:02,seanmp
10546,"""#v8supercars #v8sc 
#bathurst

are red bull racing australia and jamie whincup the muppet of the week?

- jammo http://t.co/x1dy2kir4y""",11,0,0,7,10,12,9:08,sportscaveau
6239,"""winner. what a finish #bathurst1000""",11,0,0,7,10,12,7:33,oisimmo
8569,"""rt @speedcafe: fpr can only hope that ford enjoys its back-to-back bathurst wins as the manufacturer mulls over its future in v8 supercars â€¦""",11,0,0,7,10,12,7:46,mkersnovske
11983,"""freshly painted grill #batman #tas #batmobile http://t.co/hv4vashigu""",12,0,0,7,10,26,17:23,kabirnalo
11393,"""@v8supercars #bathurst1000 gets more epic every year""",11,0,0,7,10,12,11:23,troy_smith05
3444,"""van gis has stalled!! #v8sc #bathurst1000""",11,0,0,7,10,12,7:05,wanted797
12341,"""ce soir soirÃ©e !! âœŒðŸŽµðŸ» #naÃ¯m #adelaÃ¯de ðŸ‘ðŸ˜œ""",14,0,0,6,12,6,16:06,piims76
7777,"""rt @v8supercars: ""what an unbelievable drive by him.. .the guy's just a freak. unbelievable. i can't believe it"" paul morris Â #bathurst1000â€¦""",11,0,0,7,10,12,7:39,f1translator
9826,"""#bathurst1000 love travelling? see our list of over 1000 hotels that offer %50 discount to it customers here== http://t.co/sahoheyleq""",11,0,0,7,10,12,8:12,theo_ipad
11470,"""#repost from @rvandersyde last to first! that race was intense! absolutely nuts! 
#mydrivemedia #v8scâ€¦ http://t.co/tuh1ucsd0t""",11,0,0,7,10,12,11:45,actioncamsau
9976,"""@7sport what was the ""how the story goes"" song called at the end of #v8sc #bathurst1000 please?""",11,0,0,7,10,12,8:20,missshazjones
5856,"""omfg #bathurst1000 #v8sc""",11,0,0,7,10,12,7:30,mrchaos1ne
7943,"""to all you #holden lovers... sucked in!!! #ford won the bathurst 1000!!! @v8supercars #v8sc #fordwon""",11,0,0,7,10,12,7:41,andyfrancis470
4020,"""feeling for shane van gisbergen... #bathurst1000 #v8supercars""",11,0,0,7,10,12,7:09,miss_feed
12181,"""rt @dominickevans: @lcarterlong  before we move on to a fun new topic, i thought you posted a link on my fb where people could watch the #tâ€¦""",12,0,0,7,10,26,12:59,whatktdoes_now
3820,"""so many drama going on #v8sc #bathurst1000""",11,0,0,7,10,12,7:08,sameera207
1507,"""rt @catherine_zen: stop the attacks on women #adelaide #marchinmay http://t.co/cj9hwo6fgs""",5,0,0,7,5,18,13:50,gayedemanuele
5096,"""whose stupid idea was it to put the white ticker saying where the news is over the standings? moron #bathurst1000""",11,0,0,7,10,12,7:20,jackbraydes
6226,"""puntje van de bank... #bathurst1000 #v8sc""",11,0,0,7,10,12,7:33,sersjee
8630,"""rt @pitlanewb: you know that ""1"" sign in parc ferme. next to that. #v8sc rt @totallymsaus: dude, where's your car? oh wait, we know. http:/â€¦""",11,0,0,7,10,12,7:47,akdphotos
5040,"""rt @ryanphelan_tv: this #bathurst1000 has got to be one of the greatest ever!!!! tune in now for the last 5 laps!! @7sport""",11,0,0,7,10,12,7:20,kezzawindsor
4730,"""rt @sportsbetcomau: this is crazy! #bathurst1000""",11,0,0,7,10,12,7:18,doc_gowland
9480,"""whincup.. you had one job!!! they kept telling you to fill the fuck up!!! so sad bye! #bathurst1000""",11,0,0,7,10,12,8:01,jesssloveee
735,"""cek tl tweeps.. new upload #readystock #tas #jualan #iklan #iklanjateng #jatengiklan""",3,0,0,6,4,5,14:29,tandiafashion
8826,"""rt @v8supercars: 2014 king of the mountain - chaz mostert and paul morris #v8sc #bathurst1000 http://t.co/xwrcjhmg0s""",11,0,0,7,10,12,7:49,sammyscougar
2821,"""tas set dompet ori bonia
#tas #tasbranded #tasbonia #tasorimurah #tasori #ori #bonia #dompetboniaâ€¦ http://t.co/uktdkoad1x""",11,0,0,7,10,12,14:08,c_a85
2269,"""rt @polymorpheous: sunoco oil â†’pew charitable trustsâ†’the nature conservancy. (wwf)&gt;thegreens #adelaide #oceans #oilspills @abcnews24 http:/â€¦""",10,0,0,7,9,14,14:35,esther_alc15
10376,"""rt @aaa_model_care: information for administrators re triple-a model of therapeutic care: http://t.co/hcqx76ayrl #fostering #fostercare #soâ€¦""",11,0,0,7,10,12,8:53,securestart
1331,"""rt @rnb_productions: #greensboro #winston #tre4 #highpoint #burlington #reidsville #fayetteville #raleigh @alcevile &amp; @toogie2times best #tâ€¦""",4,0,0,7,4,27,13:44,cashmillionzsmf
7311,"""cannot believe @chazmozzie and paul morris!! #lasttofirst #bathurst1000""",11,1,0,7,10,12,7:37,j_nusk
10251,"""rt @camsmotorsport: #v8sc - cams would like to congratulate to chaz mostert, paul morris and pepsi max crew fpr #bathurst1000 http://t.co/tâ€¦""",11,0,0,7,10,12,8:41,wagondec
4643,"""this is going off! frosty will be livid! #bathurst1000""",11,0,0,7,10,12,7:17,welchyyyyy_
3888,"""rt @thrusta1: this is incredible! what a race....#bathurst1000""",11,0,0,7,10,12,7:08,ktm450sx
1684,"""rt @jamiesitalianau: hi #adelaide! here's a sneak peak at what jamie's italian is going to look like in your incredible city. get excited! â€¦""",6,0,0,7,6,22,16:05,positiveadel
3720,"""i had a datsun 120y you had to tap with a screw driver to start. no shame. #bathurst1000""",11,0,0,7,10,12,7:07,michellebower
7501,"""rt @baronvonclutch: #v8sc: ford performance racing @pepsimaxcrew's chaz mostert / paul morris wins 2014 #bathurst1000: http://t.co/e5tk3wh1â€¦""",11,0,0,7,10,12,7:38,alexappakov
5708,"""not sure i can have paul morris win #bathurst1000""",11,0,0,7,10,12,7:27,dccoutta
1387,"""ready stock
#raincover #coverbag #jackwolfskin 30l #tas #hiking #outdoor
rp.65.000
cp: 0896 3029 5144
pin: 759ad1c4
http://t.co/8xdhxooobe""",5,0,0,6,5,17,16:00,agenoutdoor
1008,"""rt @teamjeldwen: cool shot of @jack_perkins cocking a wheel or two at puke today. #v8sc http://t.co/ekko7vj9xz""",4,1,0,5,4,25,11:06,jammsp
9541,"""rt @morgankasmarik: heartbreaking for whincup but what an epic finish. the race had it all #bathurst1000""",11,0,0,7,10,12,8:02,brettchamp82
9235,"""hurry up and get these auctions started #theblockauction i'm mentally exhausted after watching #bathurst1000 and want an early night""",11,0,0,7,10,12,7:55,cathymarsh2010
10070,"""that old adage 'there's only one lap you need to be in front' #thelastlap #bathurst1000""",11,0,0,7,10,12,8:27,kelloveslife
741,"""""@seveneighthings: chanel yoyo idr 250.000 minat? more info hub: sms:085810585327 pin 7a505a62 #cariproduk #tas  http://t.co/m6369ftml7""""",3,0,0,6,4,5,14:35,kardevan29
4022,"""the drama the crowd the buzz the atmosphere it's all happening! #bathurst1000""",11,0,0,7,10,12,7:09,_sammi06
9450,"""372 users have tweeted about #bathurst1000 in the last 5 minutes http://t.co/ptt1adnrnn""",11,0,0,7,10,12,7:59,trendoamel
7434,"""rt @speedcafe: third for percat and gavin gives walkinshaw racing something to smile about after a horror weekend #v8sc""",11,0,0,7,10,12,7:38,darcyf1
4537,"""c'mon frosty!!! bring it home. go ford #bathurst1000""",11,0,0,7,10,12,7:16,moondog021
4743,"""rt @v8supercars: someone's spun â€“Â lowndes turned winterbottom around. and svg is back out #bathurst1000 #v8sc""",11,0,0,7,10,12,7:18,sccofsa
9385,"""#bathurst1000 &gt;learn how to make squeeze pages &amp; host it also. the best starting point 4 any online business=* http://t.co/r39xwoyfsj""",11,0,0,7,10,12,7:58,theo_ipad
4870,"""rt @mattzel89: #bathurst1000 http://t.co/ayehd5zs0f""",11,0,0,7,10,12,7:19,petrol_head360
11949,"""yet someone on that forum said how cool an aussie race of #indycar in #adelaide would be. can't disagree.""",12,0,0,7,10,26,16:22,findycar
207,"""rt @clipsal500: another cracking day at #clipsal500 when we get to see the #v8sc on track for the first time. we are so #raceready http://tâ€¦""",1,0,0,6,3,1,19:12,geoffroevans
9877,"""sierra speedy bag internal zipper, cellphone pocket &amp; long strap
#tas #taswanita #taskulit #taslokal #handbag... http://t.co/q401ne6lhv""",11,0,0,7,10,12,8:15,zorrashop
9577,"""rt @foxsportsnews: kings of the mountain - ford's chaz mostert overtakes jamie whincup on the final lap to win his first #bathurst1000 withâ€¦""",11,0,0,7,10,12,8:03,pizzalord1988
3412,"""give him a can of start ya bastard!! #v8sc #bathurst1000""",11,0,0,7,10,12,7:05,vasctowtruck
7662,"""rt @sportsbetcomau: it's embarrassing enough when you stall at the traffic lights, let alone when you're leading bathurst! #bathurst1000""",11,0,0,7,10,12,7:39,lukelowy
41,"""#tas #tas rt @comoconfley que si tiene otra, que si baila, que si sale, tranqui vale, que ese llora es pooooor mi zzzzz.""",1,0,0,5,2,28,15:31,axcxbxrx
2469,"""#v8sc - reynolds shatters bathurst lap record http://t.co/zmx8iozqgy via @motorsport""",11,0,0,5,10,10,14:18,f1tommy
6639,"""congrats to @chazmozzie on winning #bathurst1000 race.""",11,1,0,7,10,12,7:35,kelly1judy
3198,"""@reeb_73 no, not me,  have visitors and watching #bathurst1000""",11,0,0,7,10,12,7:02,joodoff
9068,"""rt @hharacing: unbelievable finish! what an emotional roller coaster. very proud of nick, ollie and the #222 crew - epic. #v8sc #bathurst10â€¦""",11,0,0,7,10,12,7:52,hmsguy
4267,"""rt @v8supercars: svg is sitting in the car while they work on it #bathurst1000 #v8sc""",11,0,0,7,10,12,7:12,fredsmith914
6384,"""you fucking beauty @chazmozzie @fpr_australia #bathurst1000 #v8sc""",11,1,0,7,10,12,7:34,djwronghead
1386,"""rt @adlfoodcentral: grilled lobster @ginzamiyako #food #foodporn #adelaide #safood http://t.co/z9s5yhnziu""",5,0,0,6,5,17,15:58,ginzamiyako
7075,"""#bathurst1000 the best race ever""",11,0,0,7,10,12,7:36,peterwilkins31
12130,"""massively enjoyed the closing fight between @smclaughlin93 &amp; @michaelcarus0 at the #gc600 for 2nd &amp; 3rd: #v8sc http://t.co/fuhlmmke5r""",12,1,0,7,10,26,12:34,baronvonclutch
3989,"""rt @petrolhedonist: so cruel. the most dramatic #bathurst1000 ever and not finished yet @v8supercars""",11,0,0,7,10,12,7:09,motoringcomau
10011,"""#bathurst1000 #v8sc #whincup needed a woolies petrol voucher to get him over the line #moreredbulltoo""",11,0,0,7,10,12,8:22,brownedog32
7359,"""fantastic result by @nismo_global 2nd at the #bathurst1000 , great work :) #v8sc""",11,0,0,7,10,12,7:37,tfirth392
11677,"""rt @nismo_global: battle-scarred racing cars look beautiful, don't they? well done again @nissan_msport  #bathurst1000 http://t.co/2u26wdxpâ€¦""",11,0,0,7,10,12,12:40,markwa1ker
2547,"""fsu defends response to jameis #winston #sexual #assault allegation - oct 10 @ 10:08 am et http://t.co/uwd4htclvz""",11,0,0,6,10,11,14:08,pulpnews
5075,""".@craiglowndes888 gets a black flag for spinning @mwinterbottom #bathurst1000""",11,1,0,7,10,12,7:20,pricejosh34
12190,"""rt @tasmania: why not relax with a wee award-winning #tassie dram (pic: adam gibson) #restaurantaustralia #discovertasmania http://t.co/vijâ€¦""",13,0,0,6,11,15,13:49,cassleigh_
