id,text,event_number,player_dummy,team_dummy,weekday,month,day,time,user_screen_name,positive
2456,"""rt @foxsportsnews: breaking: ford is set to quit @v8supercars at the end of the 2015 season #v8sc

http://t.co/qydav3h7cr http://t.co/kbo9xâ€¦""",11,0,0,5,10,10,13:45,p1racephoto,0
11489,"""rt @camsmotorsport: #v8sc - cams would like to congratulate to chaz mostert, paul morris and pepsi max crew fpr #bathurst1000 http://t.co/tâ€¦""",11,0,0,7,10,12,11:48,tickfordracing,0
4845,"""lowndes is a fuggin' grub!

#v8sc""",11,0,0,7,10,12,7:18,carnage__oz,0
2225,"""day 926, tunnel love, http://t.co/2gya3fxdj4 http://t.co/zys3jb3z2u #heysen #tunnels #mountlofty #adelaide #hills http://t.co/uljgprkiik""",10,0,0,6,9,13,15:04,robertrath,1
2844,"""tas lokal 75rb #tas #wanita #murah #lokal #vintage #fashion #ootd #jkt #jualan #carireseller #inforeseller #bisnis http://t.co/uzd9ayummr""",11,0,0,7,10,12,14:32,_nfstore_,0
7196,"""@chazmozzie you did it #bathurst1000""",11,1,0,7,10,12,7:37,olivia_april13,0
1830,"""hrt video wrap: @garthtander and @jcourtney
wrap up a brilliant day from the #tsv500 #v8sc 

http://t.co/pwf5iepbvi""",7,1,0,7,7,6,14:28,followwau,0
2179,"""he plays fetchðŸ˜½ #catsofinsta #winston #cutie #fetch http://t.co/qveivfpyiq""",9,0,0,7,8,24,15:23,mollyaindow,0
3373,"""this is a pearler. #bathurst1000 #v8sc""",11,0,0,7,10,12,7:04,therbs3,0
9046,"""congrats @chazmozzie and paul morris on winning bathurst, delighted to see the old man on the podium!!  #v8sc""",11,1,0,7,10,12,7:52,dariofranchitti,1
1273,"""so #v8sc #bathurst1000 doesn't get nominated for outstanding sports coverage anymore. sad really :(""",4,0,0,7,4,27,12:04,clubby_r8,0
6178,"""omg!! will wincup finish???? #v8sc""",11,0,0,7,10,12,7:32,max_by_the_bay,0
7284,"""rt @redbullracingau: another somersault at turn 2. everyone keep your fingers crossed holdsworth is ok #v8sc #bathurst1000""",11,0,0,7,10,12,7:37,raylbowman,0
11763,"""juer, svg gozandola al final de carrera y frosty, a lo marranete, llevÃ¡ndose la p3 :d #goldcoast #v8sc""",12,0,0,7,10,26,13:25,iclavijos,0
3640,"""rt @billmcdonald07: disaster pit for race leader. #bathurst1000""",11,0,0,7,10,12,7:07,darinsullivan,0
11128,"""rt @fpr_australia: @chazmozzie wins bathurst!!! #back2backatbathurst #bathurst1000 #v8sc""",11,1,0,7,10,12,10:30,frostysfighters,1
5716,"""fucking whingecup....anyone but whingecup....for goodness sake, not him. #v8sc #bathurst1000""",11,0,0,7,10,12,7:28,the_scotsman_,1
11270,"""rt @daffidreynolds: i can't believe the turn of event at #bathurst1000 it was almost like mario kart..""",11,1,0,7,10,12,10:58,barneysdt,0
8675,"""rt @ndegroot89: fans are chanting 'fpr'

i hope the suits at ford who want to pull the plug on this program are listening... #bathurst1000""",11,0,0,7,10,12,7:47,andrew_thaler,0
6174,"""this is just intense wow #bathurst1000""",11,0,0,7,10,12,7:32,mattys123,1
10678,"""http://t.co/xbly4xsmax

 #hudhud
#bathurst1000
#fergusonoctober
#haderonsnl""",11,0,0,7,10,12,9:21,hamailg,0
7049,"""rt @fpr_australia: @chazmozzie wins bathurst!!! #back2backatbathurst #bathurst1000 #v8sc""",11,1,0,7,10,12,7:36,_ranroo,1
932,"""rt @ozcomiccon: the one and only benedict cumberbatch! #ozcomiccon #adelaide http://t.co/cplmvw8nhz""",3,0,0,7,4,6,16:33,ozatay34,0
6303,"""yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeahhhhh #v8sc""",11,0,0,7,10,12,7:33,ljsearles,0
11793,"""#selfie #rollingstones #adelaide #southaustralia #livingthedream #livinglarge #corporatecutie #igersâ€¦ http://t.co/htu2v3m2s1""",12,0,0,7,10,26,13:46,carodirusso,0
5585,"""rt @erebusv8: into the final 5 laps now with @will_davison in p4 and chasing moffat for a podium #bathurst1000 #v8sc""",11,1,0,7,10,12,7:26,edam26,0
5753,"""rt @chazscar_6: come on! #gochaz #v8sc""",11,0,0,7,10,12,7:28,toddler_72,0
930,"""rt @multideporte_: si no habÃ©is visto las carreras del #v8sc, ahora podÃ©is en #motorstv_es""",3,0,0,7,4,6,16:23,jota_aleman,0
7458,"""chaz mostert. bathurst champion #bathurst1000 #v8sc #goford http://t.co/vqrr69dyf6""",11,0,0,7,10,12,7:38,tr1shm,1
5332,"""go on whincup #bathurst1000 #v8sc ðŸ‘ŠðŸ‘ŒðŸ‘""",11,0,0,7,10,12,7:22,emmacate2695,0
10030,"""rt @redbullracingau: what a day. the 2014 #bathurst1000 has drawn to a close in epic style. find out what the drivers have to say here: httâ€¦""",11,0,0,7,10,12,8:23,drew20pearson,0
4474,"""rt @mkps001: could never be an enduro driver. i've been bored about nine times today. #bathurst1000""",11,0,0,7,10,12,7:15,kazstocks,0
8245,"""i didn't care who won as long as it was a ford!! #bathurst1000 #v8sc""",11,0,0,7,10,12,7:43,tiffgilbert12,0
5978,"""i'm literally on that edge of the couch right now. #bathurst1000 #v8sc""",11,0,0,7,10,12,7:31,kathblue,0
11121,"""@tiff_tv was there 2day for the #bathurst1000 8hrs of enduro racing with the winner decided on lap 161 of 161 after being last on the grid""",11,0,0,7,10,12,10:28,cjgolomb,0
8467,"""rt @angus_ol: i'm not into motorsport but that was an absolutely amazing finish to #bathurst1000 

hard not to feel for @jamiewhincup""",11,1,0,7,10,12,7:45,kacieturneer,0
686,"""rt @gregbarila: reader ben goode sent in this cracker pic of sunset at #northhaven. #adelaide http://t.co/clsx2jc6w9 http://t.co/h29efhbziy""",2,0,0,6,3,29,15:23,mimbsphotograph,0
7224,"""rt @speedcafe: mostert and morris have won this race from last on the grid. thirteen pitstops and a big hit into the tyres at griffin's benâ€¦""",11,0,0,7,10,12,7:37,crazyflipper,0
1379,"""rt @ac0stado: #tas rt @yusneidy_ju: avisame cuando termines de tirartela de lacra....
para enseÃ±arte como se lacrea..""",5,0,0,6,5,17,15:41,dianacblr,0
2419,"""85rb
085640581864/bb: 23c1d159
#tas #tasbranded #taskorea #jualtas #grosirtas #olshop #reseller #tascewek #tasmurah http://t.co/jlixg4uuhc""",10,0,0,7,9,14,13:49,pusatbajukeren,0
3218,"""normal service will resume after the #bathurst1000 is over. (sheesh!  it's carnage out there!).""",11,0,0,7,10,12,7:03,amandadick_,0
10024,"""rt @v8chosenone: photo evidence, @chazmostert &amp; paul morris winning &amp; celebrating the #bathurst1000 #v8sc http://t.co/zknp1e10es""",11,0,0,7,10,12,8:23,pwh35491,1
2502,"""rt @trenordennicola: #changemakers #festival #adelaide http://t.co/9g5srvopq6""",11,0,0,5,10,10,15:50,sacommvoice,0
8424,"""wow, what a race. 8 hours on the track and entertaining till the very end! #bathurst1000""",11,0,0,7,10,12,7:44,robin32south,0
5558,"""one hour since a commercial break... #bathurst1000""",11,0,0,7,10,12,7:25,mwyres,0
10048,"""rt @navyhealth: so, who wants to win a hot lap with #bathurst1000 winner @chazmozzie? enter now http://t.co/oq9d0swmmv. @fpr_australia @pepâ€¦""",11,1,0,7,10,12,8:25,chazscar_55,1
7089,"""3 underdogs on the podium how goods that! #bathurst1000""",11,0,0,7,10,12,7:36,olivari1234,0
7438,"""you know that ""1"" sign in parc ferme. next to that. #v8sc rt @totallymsaus: dude, where's your car? oh wait, we know. http://t.co/w89oxiuziv""",11,0,0,7,10,12,7:38,pitlanewb,0
5789,"""rt @pitlanewb: calls are getting urgent. save. save. bit like us with the beers at about 4pm with this long race. #bathurst1000 #v8sc""",11,0,0,7,10,12,7:29,roohan38,1
11940,"""are you sitting comfortably!
#winston #bulldog #bulldogsofinstagram #oeb #squishyface http://t.co/8hzfgixvgo""",12,0,0,7,10,26,16:05,owenhartfan1,1
9110,"""jimboomba's chaz mostert wins bathurst 1000 #v8sc http://t.co/r92v9x5m4r  @chazmozzie @pepsimaxcrew #bathurst1000""",11,1,0,7,10,12,7:53,fairfaxqldnt,1
12410,"""rt @touringcartimes: the second #v8sc race of the weekend in sydney has just been red flagged due to torrential rain.""",14,0,0,7,12,7,14:19,markyoung,0
12029,"""rt @sm_motociclismo: #v8sc + motogp se vive en directo #peroencadenamotor Ã‰sta madrugada (3:50h-10:00h) a travÃ‰s de http://t.co/scevotpk1u â€¦""",12,0,0,7,10,26,18:38,javigc18,0
2144,"""rt @imprintpilates: #acupuncture secrets of #tourdefrance winner http://t.co/buyj8oug68 @epochtimes @imprintpilates @acupunturenow #cyclingâ€¦""",9,0,0,6,8,23,13:49,hayleyphysio,1
5662,"""3 laps left! #bathurst1000  on @channel7""",11,0,0,7,10,12,7:27,dalecreasey_96,0
8936,"""who's the more annoying commentator..... mark skaife or justin marshall? #bathurst1000 #rugby #itmcup""",11,0,0,7,10,12,7:51,matt_chew90,0
1712,"""with ma babe @april_vaughan at the #v8sc official after party ðŸ˜˜âœŒï¸ http://t.co/eweslzazk4""",6,0,0,7,6,22,13:38,tahnylew,0
11239,"""hey bernie, @f1 can't possibly compete with today's @v8supercars #bathurst1000 #forzajules""",11,0,0,7,10,12,10:51,1khztone,0
11761,"""rt @famouspony46: #adelaide enjoys a drink after the #coxplate @mvrc1 @tommagnier @springcarnival @goracing @irethoroughbred http://t.co/9wâ€¦""",12,0,0,7,10,26,13:25,epsom1780,0
7665,"""haha talk about luck for that guy: wincup no fuel, winterbottom nudged and to 9th &amp; lowndes black flaged #bathurst1000""",11,0,0,7,10,12,7:39,itsmetezz,0
841,"""mau??? ikutan give away joyshopcollection yuk....

#sepatu #tas #totebagcustom #bajumurah #bantalmurahâ€¦ http://t.co/jbnr6wjzzw""",3,0,0,7,4,6,13:31,joyladiesshoes,0
10220,"""snappytv - [video] a wild ride at skyline for craig lowndes #bathurst1000 @v8supercars #v8sc http://t.co/uulozcsbrf""",11,0,0,7,10,12,8:37,yamatsu,0
3976,"""gotta feel for shane van gisbergen &amp; his whole team! #bathurst1000 #v8sc""",11,0,0,7,10,12,7:09,seanfrigo,0
4455,"""* svg good ticker sorry. #bathurst1000 #v8sc""",11,0,0,7,10,12,7:15,blue9113200,1
4981,"""anyone else having fun? ðŸ˜ great to see @teknoautosports car is back out! #v8sc #bathurst1000""",11,0,1,7,10,12,7:19,v8chosenone,1
10270,"""rt @speedtvaus: stat: at 7h58m53s, 2014 has now set a record for the longest #bathurst1000 in history, topping the 1974 race by 7 min. #v8sc""",11,0,0,7,10,12,8:42,alyce_warren,0
836,"""rt @erebusv8: party animals celebrating the teamâ€™s landmark victory #v8sc #winton400 http://t.co/4j8ji7b2ss""",3,0,0,6,4,5,12:45,awesome_kingdom,1
10135,"""snappytv - [video] the leaders are in. pit stops begin #bathurst1000 @v8supercars #v8sc http://t.co/ifuhvc2xo9""",11,0,0,7,10,12,8:31,yamatsu,0
5928,"""rt @v8supercars: â€œsave fuel, or weâ€™re not going to make itâ€ cauchi to whincupÂ #bathurst1000 #v8sc""",11,0,0,7,10,12,7:30,jonathannascar,0
7144,"""what a race! what a finish after 7hrs of racing! #bathurst1000""",11,0,0,7,10,12,7:36,dollar1075,0
6932,"""#bathurst1000 @v8supercars the blue oval does it again!! well done @chazmostert""",11,0,0,7,10,12,7:36,styxnst0nz,0
6290,"""jamie whincup right now...#bathurst1000 http://t.co/junqs7alj4""",11,0,0,7,10,12,7:33,jlmckern,0
7087,"""lol @jamiewhincup - @fpr_australia  deserved winners! one of the best #bathurst1000 i've ever seen! shame for @mwinterbottom. #v8sc""",11,1,0,7,10,12,7:36,the_scotsman_,1
11705,"""rt @v8chosenone: now we go to percat and gavin who managed 3rd spot! nick tells us his cool suit was failing in last laps #v8sc #bathurst10â€¦""",11,0,0,7,10,12,12:53,_jabelicious_,0
9184,"""""how important is the fuel?""

#larryking
#bathurst1000""",11,0,0,7,10,12,7:54,doc_buso,0
1320,"""rt @artinfo_aus: interview: ian strange on dropping home into adelaide art biennial | blouin artinfo http://t.co/md9kbpwmng #adelaide http:â€¦""",4,0,0,7,4,27,13:17,kidzoom,0
12169,"""just released by #adelaide's @kevankeeler '5019' (semaphore) feat @greggbissonette ward purcell on #guitar http://t.co/6d44bghqzf @orianthi""",12,0,0,7,10,26,12:53,sharonede,0
2975,"""rt @markberetta: welcome to race day 2014! #bathurst1000! live coverage starts at 7am eastern daylight time. @channel7 @7sport #v8sc @v8supâ€¦""",11,0,0,7,10,12,17:19,dannycatsteve,0
3020,"""@amr_official @fiawec @motorstv yeah.  late night.  #bathurst1000 first!""",11,0,0,7,10,12,18:03,fuelonlynotyres,1
2809,"""rt @timhorton_: #adelaide *has* had a design renaissance [of sorts] http://t.co/jjoizx6yba but the city must invest more in its design cultâ€¦""",11,0,0,7,10,12,13:58,draliceclark,0
10986,"""rt @daffidreynolds: i can't believe the turn of event at #bathurst1000 it was almost like mario kart..""",11,1,0,7,10,12,10:07,dtaumel,0
7881,"""watching whincup go for it like that was incredible to watch #allornothing amazing #bathurst1000""",11,0,0,7,10,12,7:40,crickettragic33,1
7728,"""not a huge fan of motor racing but that was what sport is all about! #bathurst1000""",11,0,0,7,10,12,7:39,blakelinford,0
9996,"""rt @v8chosenone: chaz says ford wins two years in a row... surely they can't quit the sport now! #v8sc #bathurst1000""",11,0,0,7,10,12,8:22,fredsmith914,1
3336,"""gizzy pits first. #bathurst1000""",11,0,0,7,10,12,7:04,doctor46th,0
2001,"""@cathimon ah i am still missing #adelaide though..""",8,0,0,7,8,3,15:41,jbbc,0
1475,"""#tas""",5,0,0,7,5,18,15:41,kltg_,0
9604,"""james moffat tells us that he has worked in a harder working team that nissan. proves that race tape can work! #v8sc #bathurst1000""",11,0,0,7,10,12,8:04,v8chosenone,0
3509,"""rt @petrolhedonist: .@shanevg97 stalled and won' start over! tragic #bathurst1000 @v8supercars""",11,1,0,7,10,12,7:06,motoringcomau,0
3166,"""how many cars are actually on track now??? #bathurst1000 #v8sc""",11,0,0,7,10,12,7:02,demongrrl51,0
12141,"""rt @jannstuckeymp: congratulations team whincup on your #gc600  win today! @jamiewhincup @v8supercars http://t.co/phqixqjo5c""",12,1,0,7,10,26,12:36,markuscrawley,1
1287,"""rt @pagie03: some great racing and car control from the oz v8â€™s at pukekohe this weekend. scott mclaughlin very impressive again. #v8sc""",4,0,0,7,4,27,12:18,race8car,1
3832,"""and you can't clutchie these cars because the gearbox defaults to neutral when the engine stops. #v8sc #bathurst1000""",11,0,0,7,10,12,7:08,dhdt,0
683,"""#carpool #mooresville - #aigunitedguaranteeat4041businesspark #winston-salem http://t.co/1fzlxflswm #rideshare""",2,0,0,6,3,29,15:10,carpoolworld,0
4821,"""nothing in that! it's racing! #bathurst1000""",11,0,0,7,10,12,7:18,tigerdeanie7,0
6820,"""rt @abcgrandstand: mostert wins the great race: chaz mostert wins his 1st #bathurst1000, overtaking short-of-fuel jamie whincup at the deatâ€¦""",11,0,0,7,10,12,7:35,bamberette,1
7444,"""what an amazing #bathurst1000 well done to the boys that got knocked out and well done to @jamiewhincup and @craiglowndes888! mean race!""",11,1,0,7,10,12,7:38,jessicaaparis5,1
1141,"""rt @v8supercars: [video] relive the action from race 12 at the itm 500 auckland with this highlights package. #v8sc watch here: http://t.coâ€¦""",4,0,0,6,4,26,12:45,karenpresser2,0
7450,"""unbelievable finish to #bathurst1000  morris/mostert take victory in a crazy race to the line : ) #aussiepride""",11,0,0,7,10,12,7:38,sally_fitz,0
154,"""if i fitz i sitz. #winston http://t.co/hkfy7fr91m""",1,0,0,6,3,1,16:14,hjeangreen,0
4108,"""i can't believe this. svg/webb have been arguably the fastest all day. heart break. #v8sc""",11,0,0,7,10,12,7:10,nikhil_pickle,0
1813,"""having a mint moment...ðŸ’š#nofilter #milkpaint #mmsmp #customcolour #mint #paint #allnatural #adelaideâ€¦ http://t.co/d5r4vfcbrw""",7,0,0,6,7,5,13:58,ftlcreations,0
1371,"""rt @anna_goss: @ashleyiskute is the only person who understands my love for the @modcloth dog #winston""",5,0,0,6,5,17,15:19,ashleyiskute,0
8615,"""so intense omg #bathurst1000""",11,0,0,7,10,12,7:46,maskettabraden,1
10229,"""rt @v8sctowtruck: on behalf of myself &amp; the rest of the cars! we wish you all safe travels from the mountain &amp; look forward to the next eveâ€¦""",11,0,0,7,10,12,8:38,t8_97_car,0
8328,"""and that's why they call it the great race. what a race. what a finish! #bathurst1000 #v8sc @v8supercars http://t.co/cvqcnb5tne""",11,0,0,7,10,12,7:43,chrisohsyd,0
11472,"""rt @ntlegs11: jamie whincup, sponsored by @caltexaustralia and still runs out of fuel. well done @chazmozzie . great race #fpr #bathurst1000""",11,1,0,7,10,12,11:45,r_burns9,1
6765,"""that was the steve bradbury #bathurst1000""",11,0,0,7,10,12,7:35,peterb127,0
7379,"""congratulations to ford driver chaz mostert on winning his first #bathurst1000. it was his second ever drive at bathurst. #breakingnews""",11,0,0,7,10,12,7:37,moonmanmornings,1
226,"""looking forward to seeing how today's #v8sc races play out. as they say, the bullshit stops when the flag drops!""",1,0,0,6,3,1,20:04,racrcraig,0
8770,"""@j_moffat @nm_norton_360 congrats on your podium finish :-)  #bathurst1000 #v8sc""",11,1,0,7,10,12,7:49,clubby_r8,1
916,"""rt @stopnuggettime: today was simply amazing! :) #benedictcumberbatch #sherlock #startrek #actor #adelaide #greatguy #sonice @ozcomiccon htâ€¦""",3,0,0,7,4,6,16:04,annnnemariechen,1
9621,"""151 tweets per minute are retaining #bathurst1000 as trending topic in australia http://t.co/cxzdwa0kme""",11,0,0,7,10,12,8:05,trendoaau,0
4568,"""rt @v8supercars: svg is sitting in the car while they work on it #bathurst1000 #v8sc""",11,0,0,7,10,12,7:16,drew20pearson,0
10999,"""rt @v8supercars: [video] supercheap auto #bathurst1000 highlights. watch here: http://t.co/4suhsfzp8v http://t.co/bhj9dh3rzq""",11,0,0,7,10,12,10:08,feralmotorsport,0
823,"""the magnificent saycheese cheese chariot at @adlfoodwinefest's market feast #safood #adelaide http://t.co/wen33xgjjl""",3,0,0,6,4,5,12:19,hungryaustralia,1
5193,"""that's a trying-to-keep-ford-in-the-series call from schenken #bathurst1000 #v8sc #hardieferodo""",11,0,0,7,10,12,7:21,dryobbo,0
10195,"""rt @speedtvaus: stat: at 7h58m53s, 2014 has now set a record for the longest #bathurst1000 in history, topping the 1974 race by 7 min. #v8sc""",11,0,0,7,10,12,8:35,pizzalord1988,0
8414,"""rt @7sport: what a finish! ford's chaz mostert wins his first #bathurst1000, overtaking jamie whincup on the final lap #bathurst1000 #v8sc""",11,0,0,7,10,12,7:44,edam26,0
1670,"""drivers' quoteboard: races 17 and 18: hear what some of your favourites thought after the two 100km runs... http://t.co/a2ui2sanfx #v8sc""",6,0,0,7,6,22,15:24,supercars,0
11039,"""rt @tunez4hoons: @chazmozzie @pepsimaxcrew sensational effort chaz. great example to all why you should never ever give up trying. 1 happy â€¦""",11,1,0,7,10,12,10:15,brettasales,1
11283,"""bathurst finish reminds me of this. #v8sc #bathurst1000 http://t.co/fcgcnmghar""",11,0,0,7,10,12,11:00,paulieabb,0
11175,"""a delicious staff dinner on our final big evening of race week. #bathurst1000 http://t.co/bd0yqsjt5w""",11,0,0,7,10,12,10:38,christinebce,0
4850,"""@kiwi_chatter best reality show ever! #bathurst1000""",11,0,0,7,10,12,7:18,j0hnjury,1
6437,"""rt @foxsportsnews: kings of the mountain - ford's chaz mostert overtakes jamie whincup on the final lap to win his first #bathurst1000 withâ€¦""",11,0,0,7,10,12,7:34,zerotoground,0
2276,"""we are ready! #workingholiday #adelaide #thecolorrun http://t.co/kxdpnzr0zi""",10,0,0,7,9,14,14:46,dannyhyw,1
5310,"""rt @sportsbetcomau: this is crazy! #bathurst1000""",11,0,0,7,10,12,7:22,jimmaburke,0
4485,"""rt @harliezola: go wilbur,  go wilbur.  @will_davison @erebusv8 #v8sc #bathurstday #bathurst1000""",11,1,0,7,10,12,7:15,suckmyspiderdic,0
691,"""3-day small-group eco-tour from #adelaide: southern yorke peninsula
http://t.co/bmqhv92w6m""",2,0,0,6,3,29,15:41,tripsnxcursions,0
920,"""today's shopping #rossmann #synergen #missselene #alterra #evelinecosmetics #winston http://t.co/xqqjwvje0p""",3,0,0,7,4,6,16:12,kruszynkaaa91,0
3208,"""omg... next sc down under
#bathurst1000 
#wennsmalwiederlÃ¤ngerdauert""",11,0,0,7,10,12,7:02,stephan_kremer,0
933,"""sleepy winston, it's time to get up! #winston http://t.co/pycaor10wh""",3,0,0,7,4,6,16:33,rettopelleinad,0
8582,"""not a pretty sight. $$$ #bathurst1000 http://t.co/j124wmvfs8""",11,0,0,7,10,12,7:46,enigmatik60,0
6216,"""this is kind of exciting. :-p #v8sc #bathurst1000""",11,0,0,7,10,12,7:33,chrissiehotspur,1
9102,"""// ford yet again wins the #bathurst1000 sorry gm / holden fans! shut out for a 2nd year in a row!""",11,0,0,7,10,12,7:53,locus_shadow,0
11554,"""watching the end of #bathurst1000 on @speedtvaus. such a great race. will watch in full again at some point.""",11,0,0,7,10,12,12:00,jordannoon,0
1643,"""rt @v8supercars: race 17: jamie whincup wins ahead of craig lowndes and shane van gisbergen. #v8sc""",6,0,0,7,6,22,14:19,oagrams,0
11647,"""rt @keithconlon: monday night's the night to join  #architect ron danvers &amp; me as we look up along  @rundlemall. #adelaide #fad http://t.coâ€¦""",11,0,0,7,10,12,12:34,dinovrynios,0
7466,"""""@rhysh31: what a incredible finish #bathurst1000 #halfalap #gotnofuel"" was nuts hey!""",11,0,0,7,10,12,7:38,dayneewings,0
6275,"""mostert and morris win bathurst #v8sc""",11,0,0,7,10,12,7:33,speedcafe,1
6089,"""rt @v8supercars: 1.4sec gap to mostert â€“Â whincup's now responded. Â #bathurst1000 #v8sc""",11,0,0,7,10,12,7:32,alexappakov,0
8860,"""rt @nostrilfiller: amazing when lowndes screws someone over he 'never meant to do it' #v8sc""",11,0,0,7,10,12,7:50,ljsearles,0
6333,"""the blue oval wins bathurst again! #bathurst1000""",11,0,0,7,10,12,7:33,mkps001,1
10032,"""rt @9newsaus: just in: chaz mostert has managed to overtake jamie whincup on the last lap to win the #bathurst1000. #9news http://t.co/ycuvâ€¦""",11,0,0,7,10,12,8:23,9newsqueensland,0
10963,"""rt @alpsa: premier @jayweatherill has announced @coldchisel will return home for a gig at the @clipsal500 in #adelaide http://t.co/3blkvnscâ€¦""",11,0,0,7,10,12,10:00,porshawheatly,0
6813,"""i feel really sorry for the guy who was coming first than just lost at the last minute #bathurst1000""",11,0,0,7,10,12,7:35,monyyy98,0
7260,"""@channel7 why can the #bathurst1000 go to hd after the race because of the news, but not show the race in hd at all otherwise? #pooreffort""",11,0,0,7,10,12,7:37,doonks,0
6538,"""best finish to the #bathurst1000 i can remember. incredible day!""",11,0,0,7,10,12,7:34,slang_ham,1
11651,"""well that is hands down the most boring f1 race for a long long time.... back to @v8supercars #bathurst1000 for me""",11,0,0,7,10,12,12:35,ukiracer,0
3788,"""feeling very sorry for van gisbergen. of all the tiny mistakes, of all the times to do it...that would be gutwrenching. #bathurst1000""",11,0,0,7,10,12,7:08,missklovatt,0
10601,"""rt @mattzel89: amazing scenes after the luff and lowndes crash. great sportsmanship #bathurst1000 http://t.co/m3rwzdddt7""",11,0,0,7,10,12,9:13,courtnygibbons,1
1783,"""ramadhan sale!!!
diskon 33% selama bulan ramadhan...
:)

#taswanita #tas #amberieux #sophieâ€¦ http://t.co/l5iaf1zkya""",7,0,0,6,7,5,17:53,beaufashfamline,0
12297,"""rt @menzfruchocs: love this! #nippys #fruchoc #fruchocs #nippysfruchocsmilk #safood #sa #adelaide #southaustralia #iconsâ€¦ http://t.co/nww0pâ€¦""",14,0,0,6,12,6,14:24,posmateau,1
12319,"""if only the bank could come to you. done. #adelaide http://t.co/v3q6y0bkfl""",14,0,0,6,12,6,15:14,timcarabott,0
2172,"""â€œ@aneale71 #adelaide #southaustralia #streetart @siegfriedhawo @adelaidemade @radelaide5000 @arthunterofsa #urbanart http://t.co/rbhqgky3cjâ€""",9,0,0,7,8,24,15:02,missnancyleigh,0
6690,"""#holyshit @v8supercars you have produced the race again!!! #wtfjusthappened #bathurst1000""",11,0,0,7,10,12,7:35,imthebrownpanda,0
5832,"""â€œsave fuel, we're in the pot mate. save. we're not going to make it,â€ says cauchi #v8sc""",11,0,0,7,10,12,7:29,speedcafe,0
5563,"""dutto: 'yep.' about all we need to know. #bathurst1000 #v8sc""",11,0,0,7,10,12,7:25,dryobbo,0
3358,"""it must be bad luck driving around #bathurst1000 with a big repair sign: bound to hit a wall""",11,0,0,7,10,12,7:04,fordh8er,0
146,"""rt @nakamartinez: #winston llora por el rayado de sus paredes...hay madres que lloran la muerte de sus hijos...... http://t.co/t7fn4mcqbn""",1,0,0,6,3,1,15:46,yennysnavas,0
8196,"""rt @v8supercars: 2014 king of the mountain - chaz mostert and paul morris #v8sc #bathurst1000 http://t.co/xwrcjhmg0s""",11,0,0,7,10,12,7:42,entrepbufe,0
6185,"""rt @v8supercars: there's light contact at mcphillamy Â #bathurst1000 #v8sc""",11,0,0,7,10,12,7:32,motoringcomau,0
3360,"""svg has the pace to beat frosty once the sc comes in. #v8sc""",11,0,0,7,10,12,7:04,mattdwen,0
5601,"""rt @wtf1couk: gp3 fans while you're waiting for the race to resume, flick over to the #bathurst1000. exciting final few laps.""",11,0,0,7,10,12,7:26,docsthename,0
9424,"""rt @bradwebber13: paul morris showing you can be bathurst champion after a career of underachieving #bathurst1000""",11,0,0,7,10,12,7:59,bikeymikey70,0
6657,"""rt @speedcafe: mostert and morris win bathurst #v8sc""",11,0,0,7,10,12,7:35,phalkn,1
6791,"""not a car man but that was all kinds of #wow @bathurst1000 #bathurst1000 @ford @fordracing #v8sc #fulltank""",11,0,0,7,10,12,7:35,elloarchie,0
361,"""@craiglowndes888 #clipsal500 looking forward to seeing you bring it home today!""",1,1,0,7,3,2,14:02,selann,0
7275,"""rt @v8supercars: mostert's on the roof of the car. what a spectacular drive from last on the grid. Â #bathurst1000 #v8sc""",11,0,0,7,10,12,7:37,astro_chloe,0
778,"""rt @veusnoticias: el pata en el suelo: supuesto testigo de la ""agresiÃ³n"" a winston vallenilla cuenta como pasÃ³ todo
http://t.co/edmomslklz â€¦""",3,0,0,6,4,5,16:30,il_noticias,0
8801,"""menudo carreron en #motorstv_es la del campeonato @v8supercars con @mestres81 estoy rendido de tanta tensiÃ³n :) #bathurst1000""",11,0,0,7,10,12,7:49,pedrin_estrada,0
4179,"""going to be a great finish between the @pepsimaxcrew and @redbullracingau boys!! #bathurst1000 #fordvsholden""",11,0,0,7,10,12,7:11,j_nusk,1
8962,"""blimming heck. from 26th to 1st. they crashed the flipping car and still won. go ford!!!!!!! nissan 2nd... holden only 3rd. #bathurst1000""",11,0,0,7,10,12,7:51,ponypower85,0
11454,"""rt @jonathanlea10: post race investigation found the damage at turn 2 is worse than first thought #bathurst1000 http://t.co/onqocjtpjj""",11,0,0,7,10,12,11:41,quantumpsychic,0
4669,"""@craiglowndes888 that was wild! #winterbottom #bathurst1000""",11,1,0,7,10,12,7:17,lsd_de_luca,0
10252,"""rt @v8supercars: 2014 king of the mountain - chaz mostert and paul morris #v8sc #bathurst1000 http://t.co/xwrcjhmg0s""",11,0,0,7,10,12,8:41,philthy82,0
10208,"""rt @smeady27: hey @ford smart move in pulling out of @v8supercars hey..... #bathurst1000 #v8sc""",11,0,0,7,10,12,8:36,v8ali2,0
12347,"""tickets to 2015 prudential @usfigureskating championships now available at hanes mall #winston-salem #wfmynews2""",14,0,0,6,12,6,16:40,wfmy,0
1942,"""bonython hall in winter feast fundraiser mode for @youth_opps.     #adelaide http://t.co/qyxp6f3d4a""",8,0,0,6,8,2,15:30,keithconlon,0
